"TSectors","Intensity"
"Army",0
"Business",0
"Center Left",0
"Christian",0
"Criminals",103.8
"Dissident",145.2
"Education",46
"Elections Ministry",0
"Entertainment",0
"Far Right",59.8
"Food Ministry",0
"General Population",505.8
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",49.8
"Labor",59.8
"Lower House",113
"Medical",96.6
"Military",106.9
"Military Intelligence",44.4
"Muslim",42
"National Religious",51.4
"Parties",89.2
"Police",65.8
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",370.6
"State Owned Enterprises",49.8
"State-Owned Heavy Industrial",47.8
"Unidentified Forces",59.8
