"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",0
"Dissident",51.3
"Education",0
"Executive Office",0
"General Population",56.1
"Government",27.3
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",0
"Kurd (Ethnic Group)",30
"Labor",0
"Legal",0
"Local",0
"Media",15
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",11
"Parties",0
"Police",34.5
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",11
"Unidentified Forces",21
