"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",12.8
"Dissident",0
"Education",0
"Elite",8
"Executive",9.8
"Executive Office",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Ideological",15.8
"Judicial",12.4
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",10.8
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",9.8
"Protestors",0
"Rebel",0
"Social",20.9
"Unidentified Forces",0
"Upper House",0
