"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",0.8
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",19.8
"Government",23.8
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",25.8
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0.8
"Local",0
"Media",4.8
"Medical",0
"Military",0
"Muslim",10.8
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",0.8
"Unidentified Forces",0
