"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",0
"Dissident",172
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",144.4
"Government",49.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",31.4
"Labor",11.4
"Labor NGOs",0
"Legal",0
"Media",8.4
"Military",19.7
"Military Intelligence",15.4
"National",0
"Nongovernmental Organization (International)",21.4
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",15.9
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",0
