"TSectors","Intensity"
"Agricultural",13.6
"Business",0
"Catholic",0
"Criminals",86.5
"Dissident",36.9
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",206.3
"Government",107.2
"Human Rights NGOs",0
"International Religious",3
"Justice",0
"Labor",0
"Legal",0
"Legislative",21.5
"Local",7
"Media",0
"Medical",0
"Military",4.3
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",4.6
"Nongovernmental Organizations",12.4
"Police",57.6
"Protestors",0
"Provincial",0
"Rebel",18
"Refugees",0
"Social",274.3
"Television Entertainment",0
"Unidentified Forces",13
"Upper House",0
