"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",8.5
"Defense",16.3
"Dissident",17.1
"Elections Ministry",0
"Exiles",0
"General Population",30.5
"Government",35.1
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",33.5
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",0
"Medical",0
"Military",5.5
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",3.5
"Police",0
"Protestors",309.7
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",13.5
"Social",28
"State Media",0
