"TSectors","Intensity"
"Agriculture",38.5
"Business",0
"Catholic",0
"Criminals",69
"Dissident",127.5
"Education",61.7
"Exiles",0
"Food Ministry",0
"General Population",0
"Government",53.1
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",28.5
"Jewish",0
"Labor",16.1
"Labor Ministry",0
"Media",27.1
"Medical",26.5
"Military",46
"Military Intelligence",0
"Muslim",28.5
"National Religious",25.5
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",41.5
"Police",146.5
"Protestors",113.1
"Provincial Party",0
"Radicals",0
"Rebel",35.5
"Refugees",0
"Social",1104
"Unidentified Forces",26.5
