"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",63
"Dissident",103
"Elections Ministry",0
"Exiles",0
"General Population",0
"Government",95
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",77
"Media",62
"Medical",0
"Military",103.5
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",57
"Radicals",0
"Rebel",79
"Refugees",62
"Separatists",0
"Social",66
"State Media",0
