"TSectors","Intensity"
"Agricultural",27.2
"Banned Parties",0
"Business",0
"Criminals",84.2
"Defense",0
"Dissident",22.2
"Education",0
"Elite",22.4
"Executive",0
"General Population",0
"Government",1047.6
"Intelligence Ministry",0
"Interior",0
"International Religious",60.6
"Judicial",0
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",0
"Legislative",0
"Local",4.2
"Media",0
"Medical",0
"Military",0
"Muslim",14.3
"National Religious",41.2
"Nongovernmental Organizations",28.2
"Parties",19.2
"Police",0
"Protestors",22.2
"Provincial",29.3
"Radicals",0
"Rebel",142.8
"Social",2024.2
"Sunni",28.2
"Unidentified Forces",194.2
