"TSectors","Intensity"
"Agricultural",120.9
"Buddhist",0
"Business",194.2
"Criminals",227.4
"Dissident",227.7
"Education",132.4
"Exiles",0
"Finance",79.4
"General Population",343.9
"Government",0
"Human Rights IGOs",131.4
"Human Rights NGOs",62.4
"Ideological",111.4
"International Ethnic",0
"International Religious",186.5
"Local",0
"Media",108.4
"Medical",0
"Municipal",0
"Muslim",121.4
"National Ethnic",113.4
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",139.4
"Protestors",0
"Provincial",113.4
"Radicals",0
"Rebel",0
"Separatists",115.4
"Social",345.4
"State Media",0
"Unidentified Forces",0
"Uyghur",121.4
