"TSectors","Intensity"
"(National) Major Party",0
"Army",17
"Business",0
"Criminals",90.2
"Dissident",135
"Education",0
"Executive",0.6
"Fundamentalist",46.5
"General Population",734.1
"Government",364.9
"Ideological",21
"Insurgents",183.1
"Intelligence Ministry",0
"International Religious",7.3
"Judicial",0
"Labor",0
"Legal",0
"Legislative",6
"Local",1.6
"Media",15
"Medical",0
"Military",69.6
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",28
"Police",265.1
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",57
"Social",284
"Sunni",424.6
"Unidentified Forces",74.6
