"TSectors","Intensity"
"(National) Minor Party",34.3
"Agricultural",23.3
"Business",29.3
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",90.5
"Education",0
"Elite",16.5
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",212.1
"Government",0
"Human Rights IGOs",0
"Ideological",0
"Insurgents",30.1
"Judicial",0
"Labor",21.3
"Legal",26.9
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",49.3
"Nongovernmental Organizations",0
"Police",54.9
"Protestors",0
"Provincial",0
"Rebel",0
"Social",103.3
"Transportation Business",0
"Unidentified Forces",0
