"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",18.1
"Army",22.5
"Business",14.7
"Center Right",0
"Centrist",26.1
"Criminals",69.5
"Dissident",20.5
"Education",0
"Executive",40.5
"General Population",182.8
"Government",149.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",22.5
"International Religious",36
"Labor",0
"Local",0
"Media",0
"Medical",7.1
"Military",0
"Muslim",18.5
"National Religious",16.5
"News",0
"Nongovernmental Organization (International)",32.5
"Nongovernmental Organizations",0
"Parties",0
"Police",82.5
"Protestors",12.3
"Provincial",0
"Radicals",0
"Rebel",32.5
"Social",149.1
"Unidentified Forces",43.8
