"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",13.5
"Criminals",0
"Defense",0
"Dissident",14
"Education",4
"Far Left",31.9
"Far Right",0
"General Population",45
"Government",18.7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",5.5
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",75
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",106.8
"Social",182.6
"South American Indigenous",0
"Unidentified Forces",8
