"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",36.8
"Education",0
"Elite",2.8
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",0
"Government",66.8
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",0
"Protestors",50.8
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",57.1
"Unidentified Forces",32.8
