"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",43.4
"Education",4.8
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",0
"Government",5.5
"Housing",0
"Human Rights IGOs",3
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",1.8
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Muslim",8.8
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",0
"Protestors",35.8
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",72.1
"Unidentified Forces",83.8
