"TSectors","Intensity"
"(National) Minor Party",37.2
"Army",0
"Catholic",0
"Criminals",42.2
"Dissident",471.9
"Education",0
"Executive Office",0
"General Population",270.2
"Government",1038.2
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",33.4
"Insurgents",0
"International Ethnic",485.7
"International Religious",0
"Kurd (Ethnic Group)",72.2
"Labor",0
"Legal",0
"Local",39.3
"Media",0
"Military",45.2
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",39.4
"Police",0
"Protestors",0
"Radicals",0
"Rebel",47.2
"Refugees",0
"Separatists",0
"Social",227.8
"Unidentified Forces",51.2
