"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",22
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",5
"Foreign Ministry",0
"General Population",420.2
"Government",154.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",5
"Legislative",0
"Media",0
"Medical",0
"Military",470.3
"Muslim",23.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",0
"Protestors",0
"Rebel",0
"Refugees",0
"Social",24
"Unidentified Forces",358
