"TSectors","Intensity"
"Agriculture",0
"Business",13.5
"Catholic",0
"Criminals",0
"Dissident",77
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",884.1
"Government",93.2
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",14
"Jewish",0
"Labor",0
"Labor Ministry",0
"Media",15
"Medical",0
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",14
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",21
"Police",0
"Protestors",70.6
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",14
"Social",0
"Unidentified Forces",0
