"TSectors","Intensity"
"(National) Minor Party",35.2
"Agricultural",0
"Business",36.7
"Criminals",31.2
"Defense",0
"Dissident",66.2
"Education",24.8
"Far Left",18.4
"Far Right",45.2
"General Population",381.6
"Government",6.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",33.2
"International Ethnic",0
"Labor",32.2
"Legislative",19.2
"Local",0
"Marines",0
"Media",34.2
"Medical",0
"Military",99.6
"Municipal",39.2
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",30.2
"Parties",37.2
"Police",47.2
"Protestors",0
"Provincial",0
"Rebel",68.6
"Social",63
"South American Indigenous",0
"Unidentified Forces",25.2
