"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",26.1
"Criminals",66.5
"Dissident",67.5
"Education",38.9
"Exiles",54.5
"Finance",22.1
"General Population",73.5
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",41.5
"International Ethnic",0
"International Religious",0
"Local",50.5
"Media",44.5
"Medical",43.5
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",47.5
"Nongovernmental Organization (International)",61.5
"Nongovernmental Organizations",89.3
"Police",65
"Protestors",95.5
"Provincial",0
"Radicals",44.5
"Rebel",0
"Separatists",50.5
"Social",198.4
"State Media",0
"Unidentified Forces",0
"Uyghur",0
