"TSectors","Intensity"
"(National) Major Party",7.4
"Banned Parties",0
"Christian",0
"Criminals",13.4
"Dissident",0
"Education",0
"Elections Ministry",0
"General Population",16.4
"Government",9.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",2.4
"International Ethnic",0
"International Religious",35.4
"Legal",0
"Legislative",0
"Media",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",5.4
"Nongovernmental Organizations",0
"Oromo",0
"Parties",0
"Police",3.4
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",43.4
"State Media",0
"Unidentified Forces",13.4
