"TSectors","Intensity"
"Agricultural",0
"Business",8
"Catholic",21
"Criminals",0
"Dissident",139
"Education",18
"Entertainment",0
"Environment Ministry",0
"General Population",221.8
"Government",167.6
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",13
"Legal",30
"Legislative",22.6
"Local",0
"Media",15
"Medical",0
"Military",21
"Municipal",0
"Muslim",0
"National Religious",25
"Nilotic",21
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",8.8
"Police",39
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",44.6
"Television Entertainment",0
"Unidentified Forces",31
"Upper House",0
