"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",0
"Elections Ministry",0
"Exiles",0
"General Population",66.8
"Government",561.2
"Government Major Party (In Government)",17.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",120.9
"Labor",22.4
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",15
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",116.4
"Refugees",0
"Separatists",0
"Social",70.9
"State Media",0
