"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",75.4
"Dissident",82.4
"Education",0
"Elite",15.4
"Exiles",0
"General Population",222.1
"Government",0
"Government Major Party (In Government)",10
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",7.4
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",33.4
"Municipal",0
"Muslim",15.4
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",13.4
"Opposition Major Party (Out Of Government)",0
"Parties",12.9
"Police",44.8
"Protestors",22.6
"Radicals",0
"Rebel",0
"Social",155.6
"Unidentified Forces",0
