"TSectors","Intensity"
"(National) Major Party",0
"Army",6.8
"Business",0
"Criminals",41.8
"Dissident",297.8
"Education",5.8
"Executive",7.8
"Fundamentalist",345.9
"General Population",0
"Government",660.7
"Ideological",0
"Insurgents",0
"Intelligence Ministry",0
"International Religious",116.8
"Judicial",15.8
"Labor",0
"Legal",17.8
"Legislative",6.8
"Local",102.2
"Media",0
"Medical",0
"Military",413.2
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",16.8
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",1249.5
"Sunni",0
"Unidentified Forces",303.8
