"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",15
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",0
"Education",6.6
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",50
"Government",0
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",7
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",15
"Unidentified Forces",0
