"TSectors","Intensity"
"Army",0
"Business",0
"Center Left",0
"Christian",0
"Criminals",107
"Dissident",0
"Education",0
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",268.2
"Government",83.5
"Government Major Party (In Government)",0
"Human Rights NGOs",17
"Insurgents",0
"International Religious",0
"Labor",0
"Lower House",0
"Medical",0
"Military",6.5
"Military Intelligence",9
"Muslim",12
"National Religious",16
"Parties",66.4
"Police",49.9
"Protestors",17.6
"Radicals",0
"Rebel",9
"Separatists",0
"Social",265.3
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",32.3
