"TSectors","Intensity"
"(National) Major Party",0
"Army",29
"Business",103
"Criminals",0
"Dissident",384.3
"Education",0
"Executive",5
"Fundamentalist",18
"General Population",298.9
"Government",490.2
"Ideological",0
"Insurgents",0
"Intelligence Ministry",0
"International Religious",229.3
"Judicial",9
"Labor",0
"Legal",0
"Legislative",1
"Local",19
"Media",16
"Medical",9
"Military",93.6
"Municipal",82
"National Religious",18
"Nongovernmental Organizations",0
"Parties",13
"Police",0
"Protestors",0
"Provincial",18
"Radicals",0
"Rebel",0
"Social",434.3
"Sunni",8.8
"Unidentified Forces",79.6
