"TSectors","Intensity"
"Agricultural",19.1
"Business",0
"Catholic",0
"Criminals",145.1
"Dissident",62.5
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",989.5
"Government",294.3
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",0
"Local",25.6
"Media",0
"Medical",0
"Military",56.1
"Municipal",0
"Muslim",0
"National Religious",104.1
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",29.1
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",60.1
"Social",117
"Television Entertainment",0
"Unidentified Forces",70.1
"Upper House",0
