"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Criminals",10
"Defense",0
"Dissident",14.2
"Education",0
"Far Left",0
"Far Right",0
"General Population",0
"Government",118.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",5
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",3.5
"Police",0
"Protestors",0
"Provincial",0
"Rebel",6
"Social",79.3
"South American Indigenous",0
"Unidentified Forces",12
