"TSectors","Intensity"
"Business",3.4
"Cabinet",0
"Criminals",0
"Dissident",72.4
"Education",0
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",0
"Government",142.3
"Human Rights IGOs",33.4
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",12.4
"Legal",0
"Legislative",3.4
"Media",3.4
"Medical",0
"Military",73
"Muslim",39.4
"Nongovernmental Organization (International)",5.4
"Nongovernmental Organizations",0
"Parties",12.2
"Police",16.9
"Protestors",158
"Rebel",55.9
"Refugees",0
"Social",132.9
"Unidentified Forces",248.4
