"TSectors","Intensity"
"(National) Major Party",10
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",0
"Education",0
"Elections Ministry",0
"General Population",0
"Government",66.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",17
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",12
"Parties",12
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",20
"State Media",0
"Unidentified Forces",20
