"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",11.1
"Criminals",32.5
"Defense",0
"Dissident",53.5
"Education",29.1
"Elite",4.5
"Executive",4.2
"General Population",561.9
"Government",87.1
"Intelligence Ministry",0
"Interior",0
"International Religious",0
"Judicial",11.5
"Kurd (Ethnic Group)",19
"Labor",21.5
"Legal",0
"Legislative",0
"Local",11.1
"Media",11.5
"Medical",0
"Military",69.5
"Muslim",0
"National Religious",26.5
"Nongovernmental Organizations",0
"Parties",21.1
"Police",196.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",26.5
"Sunni",0
"Unidentified Forces",31.7
