"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",16.2
"General Population",65
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",14
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",6
"Nongovernmental Organizations",16
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",13
"State-Owned Transportation",0
"Unidentified Forces",0
