"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",0
"Criminals",0
"Defense",0
"Dissident",142.9
"Education",0
"Elite",0
"Executive",0
"General Population",549.4
"Government",277
"Intelligence Ministry",0
"Interior",0
"International Religious",57.5
"Judicial",0
"Kurd (Ethnic Group)",52.1
"Labor",0
"Legal",0
"Legislative",54.7
"Local",0
"Media",74.1
"Medical",186.5
"Military",256.6
"Muslim",67
"National Religious",86.5
"Nongovernmental Organizations",75.5
"Parties",40.3
"Police",354.5
"Protestors",66.5
"Provincial",50.5
"Radicals",0
"Rebel",0
"Social",417.7
"Sunni",54.1
"Unidentified Forces",139.5
