"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",2.8
"Catholic",6
"Communist",0
"Criminals",0
"Dissident",12.4
"Education",0
"Elite",0
"Ethnic NGOs",0
"General Population",92.8
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0.4
"Legal",0
"Media",8.8
"Medical",0
"Military",22.8
"National",0
"National Religious",19.2
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",26.8
"Protestors",16.8
"Radicals",0
"Rebel",0
"Social",104.5
"South American Indigenous",0
"Unidentified Forces",0
