"TSectors","Intensity"
"Agricultural",0
"Business",19.1
"Catholic",0
"Criminals",80
"Dissident",60
"Education",31
"Entertainment",0
"Environment Ministry",0
"General Population",153.3
"Government",58.2
"Human Rights NGOs",0
"International Religious",0
"Justice",18
"Labor",0
"Legal",24
"Legislative",0
"Local",0
"Media",35.1
"Medical",0
"Military",29
"Municipal",0
"Muslim",21
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",23
"Nongovernmental Organizations",0
"Police",42
"Protestors",14
"Provincial",0
"Rebel",31
"Refugees",0
"Social",112.8
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",0
