"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",34
"Criminals",64
"Defense",0
"Dissident",0
"Education",26
"Elite",30
"Executive",41.6
"General Population",327.1
"Government",184.2
"Intelligence Ministry",0
"Interior",0
"International Religious",39
"Judicial",0
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",0
"Legislative",10.6
"Local",0
"Media",36
"Medical",0
"Military",59
"Muslim",0
"National Religious",34
"Nongovernmental Organizations",0
"Parties",25.8
"Police",178
"Protestors",54
"Provincial",0
"Radicals",0
"Rebel",0
"Social",49
"Sunni",0
"Unidentified Forces",54
