"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",7
"Army",0
"Centrist",0
"Criminals",22
"Dissident",4
"General Population",34.6
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",0
"Military",26.6
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",17
"Protestors",0
"Provincial",0
"Radicals",13
"Rebel",0
"Social",16.5
"State-Owned Transportation",0
"Unidentified Forces",0
