"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",37
"Catholic",0
"Communist",0
"Criminals",95.9
"Dissident",78
"Education",13
"Elite",8
"Ethnic NGOs",0
"General Population",157.2
"Government",97.2
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",13
"Media",0
"Medical",12.4
"Military",26.5
"National",0
"National Religious",0.6
"Navy",0
"Nongovernmental Organization (International)",7
"Organized Violent",0
"Police",71.4
"Protestors",8
"Radicals",0
"Rebel",0
"Social",348.3
"South American Indigenous",0
"Unidentified Forces",8
