"TSectors","Intensity"
"Agricultural",0
"Buddhist",42.6
"Criminals",45.6
"Defense",0
"Dissident",70.1
"Elections Ministry",0
"Exiles",0
"General Population",65.1
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",44.6
"International Religious",0
"Labor",45.6
"Media",0
"Medical",0
"Military",37.2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",39.1
"Radicals",0
"Rebel",59.6
"Refugees",0
"Separatists",212.6
"Social",77.6
"State Media",0
