"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",103
"Criminals",39
"Dissident",367
"Education",26.6
"Executive",39
"Fundamentalist",0
"General Population",1301.4
"Government",811.3
"Ideological",0
"Insurgents",0
"Intelligence Ministry",0
"International Religious",219
"Judicial",19.4
"Labor",39
"Legal",0
"Legislative",37.5
"Local",0
"Media",0
"Medical",39
"Military",525.2
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",40.6
"Police",47
"Protestors",17
"Provincial",0
"Radicals",0
"Rebel",0
"Social",120.2
"Sunni",1175.7
"Unidentified Forces",343.6
