"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",39.6
"Business",150.2
"Criminals",61.6
"Dissident",731.6
"Education",146.5
"General Population",1796.8
"Government",672.5
"Government Major Party (In Government)",13.2
"Human Rights IGOs",54.6
"Human Rights NGOs",0
"Ideological",0
"Insurgents",44.6
"International Religious",13.2
"Kashmiri",0
"Labor",97.1
"Legislative",0
"Media",14.6
"Medical",63.2
"Military",142.1
"Muslim",0
"National Religious",13.6
"Nongovernmental Organization (International)",46.6
"Nongovernmental Organizations",71
"Opposition Major Party (Out Of Government)",25.6
"Parties",39.6
"Police",58.6
"Protestors",85.1
"Radicals",0
"Rebel",49.6
"Separatists",0
"Sikh",0
"Social",2829
"Unidentified Forces",161.6
