"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0.9
"Catholic",0
"Communist",0
"Criminals",40.9
"Dissident",11.9
"Education",22.9
"Elite",0
"Ethnic NGOs",14.9
"General Population",278
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",9.9
"Media",14.9
"Medical",19.6
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",28.9
"Radicals",0
"Rebel",0
"Social",12.9
"South American Indigenous",0
"Unidentified Forces",0
