"TSectors","Intensity"
"(National) Minor Party",7
"Air Force",0
"Army",0
"Business",18
"Center Right",0
"Centrist",0
"Criminals",0
"Dissident",83
"Education",37
"Executive",0
"General Population",306.3
"Government",44.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",1.6
"Labor",12
"Local",0
"Media",13.2
"Medical",38
"Military",140.4
"Muslim",0
"National Religious",37
"News",0
"Nongovernmental Organization (International)",28
"Nongovernmental Organizations",15
"Parties",5
"Police",34.6
"Protestors",17
"Provincial",13.6
"Radicals",0
"Rebel",13
"Social",275.2
"Unidentified Forces",292.4
