"TSectors","Intensity"
"Business",0
"Criminals",32.4
"Defense",0
"Dissident",0
"Education",3.4
"Elite",0
"Executive",41.4
"Executive Office",0
"General Population",78.4
"Government",217.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",14.4
"Local",5.4
"Media",6.4
"Medical",0
"Military",186.5
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",66.4
"Protestors",9.4
"Provincial",10.4
"Radicals",5.4
"Rebel",11.4
"Separatists",60.4
"Shia",0
"Social",183.4
"Unidentified Forces",175.4
