"TSectors","Intensity"
"Army",0
"Business",180.6
"Center Left",60.2
"Christian",55.6
"Criminals",0
"Dissident",442.4
"Education",0
"Elections Ministry",62.6
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",894.8
"Government",302.7
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",125.6
"International Religious",55.2
"Labor",0
"Lower House",0
"Medical",67.6
"Military",137.6
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Parties",0
"Police",685
"Protestors",76.6
"Radicals",0
"Rebel",0
"Separatists",0
"Social",1155.5
"State Owned Enterprises",63.6
"State-Owned Heavy Industrial",0
"Unidentified Forces",138.6
