"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",4.8
"Beja",0
"Business",0
"Criminals",0
"Dissident",40
"Education",0
"General Population",0
"Government",19.3
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",11
"Labor",0
"Local",16
"Media",0
"Military",47
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",24
"Print News",0
"Protestors",0
"Provincial",42
"Rebel",0
"Refugees",0
"Social",219.8
"Unidentified Forces",42.2
"Women",0
