"TSectors","Intensity"
"(National) Major Party",32.8
"Agricultural",0
"Arab",0
"Beja",0
"Business",32.3
"Criminals",0
"Dissident",89.8
"Education",22.8
"General Population",119.8
"Government",28.7
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",23.4
"International Religious",10.2
"Labor",15.8
"Local",0
"Media",0
"Military",0
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",55.3
"Print News",0
"Protestors",24.8
"Provincial",0
"Rebel",0
"Refugees",0
"Social",154.8
"Unidentified Forces",34.4
"Women",0
