"TSectors","Intensity"
"Agricultural",2.6
"Business",0
"Catholic",0
"Criminals",39.6
"Dissident",38.6
"Education",9.6
"Entertainment",0
"Environment Ministry",0
"General Population",93.4
"Government",0
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",1.6
"Legal",0
"Legislative",8.2
"Local",0
"Media",11.6
"Medical",29.6
"Military",0
"Municipal",0
"Muslim",0
"National Religious",4.6
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",29.6
"Police",15
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",19.6
"Television Entertainment",0
"Unidentified Forces",16.1
"Upper House",0
