"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",1.5
"Dissident",0
"Education",8.6
"Executive Office",644.1
"General Population",275.4
"Government",1615.9
"Government Major Party (In Government)",0
"Human Rights IGOs",76.6
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",2.2
"International Religious",2.5
"Kurd (Ethnic Group)",37
"Labor",0
"Legal",0
"Local",0
"Media",45
"Military",0
"Municipal",6
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",106.4
"Nongovernmental Organizations",5
"Parties",5
"Police",2139.6
"Protestors",2247.5
"Radicals",37.5
"Rebel",7
"Refugees",0
"Separatists",0
"Social",602.2
"Unidentified Forces",20
