"TSectors","Intensity"
"(National) Major Party",32.4
"Agricultural",24.4
"Arab",0
"Beja",0
"Business",0
"Criminals",0
"Dissident",71.3
"Education",0
"General Population",84.3
"Government",12.8
"Government Major Party (In Government)",47.3
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",25.8
"Labor",0
"Local",24.8
"Media",0
"Military",43.8
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Print News",0
"Protestors",39.8
"Provincial",0
"Rebel",26.8
"Refugees",0
"Social",79
"Unidentified Forces",29.8
"Women",0
