"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",56.2
"Criminals",57.2
"Defense",31.7
"Dissident",105.2
"Education",0
"Elite",0
"Executive",33.8
"General Population",242.2
"Government",705
"Intelligence Ministry",0
"Interior",0
"International Religious",0
"Judicial",38.2
"Kurd (Ethnic Group)",58.9
"Labor",55.2
"Legal",0
"Legislative",0
"Local",39.8
"Media",92.7
"Medical",0
"Military",56.2
"Muslim",38.2
"National Religious",76.2
"Nongovernmental Organizations",0
"Parties",0
"Police",91.2
"Protestors",539.8
"Provincial",0
"Radicals",0
"Rebel",0
"Social",480.2
"Sunni",0
"Unidentified Forces",68.2
