"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",0
"Dissident",345.4
"Education",1
"Executive Office",21.3
"General Population",164.9
"Government",17.9
"Government Major Party (In Government)",7
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",105.7
"International Religious",0
"Kurd (Ethnic Group)",0
"Labor",11
"Legal",0
"Local",0
"Media",2
"Military",178.5
"Municipal",6
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",15.6
"Police",16
"Protestors",2
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",86.3
"Unidentified Forces",22
