"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",45
"Dissident",2
"Education",5
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",0
"Government",191
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",12.4
"Kurd (Ethnic Group)",10
"Labor",0
"Labor NGOs",0
"Legal",2
"Media",0
"Military",0
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",66.6
"Protestors",16
"Radicals",0
"Radio News",0
"Rebel",0
"Social",204.9
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",14
