"TSectors","Intensity"
"Army",0
"Business",154.6
"Center Left",0
"Christian",0
"Criminals",256
"Dissident",0
"Education",43
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",518.5
"Government",47.1
"Government Major Party (In Government)",9
"Human Rights NGOs",0
"Insurgents",0
"International Religious",19
"Labor",25.2
"Lower House",0
"Medical",19.2
"Military",15.4
"Military Intelligence",0
"Muslim",6
"National Religious",28
"Parties",89.4
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",0
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",58
