"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",15
"General Population",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",25
"Nongovernmental Organizations",0
"Police",23.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",40.2
"State-Owned Transportation",0
"Unidentified Forces",0
