"TSectors","Intensity"
"Army",0
"Business",20.7
"Center Left",0
"Christian",0
"Criminals",78.6
"Dissident",13.6
"Education",0
"Elections Ministry",13.6
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",128.4
"Government",104
"Government Major Party (In Government)",0
"Human Rights NGOs",22.6
"Insurgents",0
"International Religious",10.6
"Labor",22.6
"Lower House",0
"Medical",0
"Military",28.4
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Parties",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",10.8
"Social",222.1
"State Owned Enterprises",28
"State-Owned Heavy Industrial",0
"Unidentified Forces",20.6
