"TSectors","Intensity"
"Army",6.4
"Business",0
"Center Left",0
"Christian",0
"Criminals",142.4
"Dissident",94.4
"Education",0
"Elections Ministry",15.4
"Entertainment",52.4
"Far Right",0
"Food Ministry",0
"General Population",548.8
"Government",107.4
"Government Major Party (In Government)",0
"Human Rights NGOs",3.4
"Insurgents",9.8
"International Religious",0
"Labor",10
"Lower House",0
"Medical",0
"Military",8.9
"Military Intelligence",1.4
"Muslim",0
"National Religious",40.4
"Parties",37.2
"Police",98.2
"Protestors",24.4
"Radicals",0
"Rebel",0
"Separatists",0
"Social",587.9
"State Owned Enterprises",0
"State-Owned Heavy Industrial",8.4
"Unidentified Forces",31.4
