"TSectors","Intensity"
"(National) Major Party",108.1
"Agricultural",0
"Arab",78.9
"Beja",0
"Business",0
"Criminals",123.9
"Dissident",16
"Education",0
"General Population",105
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",87.1
"International Religious",0
"Labor",100.5
"Local",0
"Media",0
"Military",136.8
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",110.4
"Print News",102.9
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",195.2
"Unidentified Forces",77.5
"Women",0
