"TSectors","Intensity"
"Agriculture",0
"Business",57.6
"Catholic",0
"Criminals",40.4
"Dissident",91
"Education",36.6
"Exiles",0
"Food Ministry",0
"General Population",952.8
"Government",193.8
"Heavy Industrial",0
"Human Rights IGOs",3
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",32.9
"Labor Ministry",0
"Media",15.1
"Medical",10
"Military",4
"Military Intelligence",0
"Muslim",20
"National Religious",14
"Nongovernmental Organization (International)",12
"Nongovernmental Organizations",0
"Police",36.7
"Protestors",13
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",0
"Social",12
"Unidentified Forces",0
