"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",0
"General Population",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",9
"Labor",0
"Local",0
"Media",15.5
"Military",0
"Muslim",0
"National Religious",12
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",19
"Police",3
"Protestors",29
"Provincial",0
"Radicals",0
"Rebel",0
"Social",48.2
"State-Owned Transportation",0
"Unidentified Forces",0
